0.0   4.422498014098561e-32
0.04   2.677615374087394e-30
0.08   1.4264068850624559e-28
0.12   6.68582066892162e-27
0.16   2.7572991880207324e-25
0.2   1.0005373642686523e-23
0.24   3.1945236160169076e-22
0.28   8.974419602401243e-21
0.32   2.2183982234117385e-19
0.36   4.8251697950997635e-18
0.4   9.234958639866748e-17
0.44   1.555316572354259e-15
0.48   2.3050491942592945e-14
0.52   3.006354933835603e-13
0.56   3.45085475356124e-12
0.6   3.486389423650203e-11
0.64   3.1005286276228777e-10
0.68   2.4275552754991385e-9
0.72   1.673627422663332e-8
0.76   1.0162807506719047e-7
0.8   5.437230342963912e-7
0.84   2.564137879742135e-6
0.88   1.0664932956473325e-5
0.92   3.915324774800996e-5
0.96   0.0001270078264178985
1.0   0.0003645673698611931
1.04   0.0009278793965324422
1.08   0.0021000354816392373
1.12   0.004244261425539001
1.16   0.007707031792605351
1.2   0.01268794339180164
1.24   0.01918185161633145
1.28   0.027091621678988837
1.32   0.036477939685976575
1.36   0.04774601473557576
1.4000000000000001   0.061549985995287194
1.44   0.07839288538971793
1.48   0.0981482463673666
1.52   0.11980248999943971
1.56   0.14159059450464903
1.6   0.16151953457992801
1.6400000000000001   0.17810548152187416
1.68   0.19095861722771695
1.72   0.20078523332821638
1.76   0.2087130502035079
1.8   0.21544317906754548
1.84   0.22094585628218755
1.8800000000000001   0.2248951564005133
1.92   0.22732513689084582
1.96   0.22888939508556835
2.0   0.2306252746052952
2.04   0.23354069369512634
2.08   0.23824744488913333
2.12   0.24462627084149247
2.16   0.25157520607804007
2.2   0.257105680686705
2.24   0.25895850142224924
2.2800000000000002   0.2554961047151426
2.32   0.24634256178489605
2.36   0.2324022802517613
2.4   0.21532100344746652
2.44   0.19677486328326135
2.48   0.17798072753541794
2.52   0.1595856577386719
2.56   0.1418329232528836
2.6   0.12479994648413985
2.64   0.10857393287500719
2.68   0.0933395177478154
2.72   0.07939071442099208
2.7600000000000002   0.06707789997657335
2.8000000000000003   0.05673178420807942
2.84   0.04863319533303006
2.88   0.04302660708536776
2.92   0.040052357615057176
2.96   0.03949322046859038
3.0   0.04046998789451346
3.04   0.041436263329550124
3.08   0.0406902702296276
3.12   0.03717411668310323
3.16   0.031007719221245827
3.2   0.023366638553864543
3.24   0.015816768065964104
3.2800000000000002   0.009585377404614346
3.3200000000000003   0.005189804880660276
3.36   0.0025063043526199293
3.4   0.0010780086594552513
3.44   0.0004123868053362516
3.48   0.00014011527220557016
3.52   4.222733625673624e-5
3.56   1.1274498378197265e-5
3.6   2.663872106983467e-6
3.64   5.564357906624419e-7
3.68   1.0266738970640954e-7
3.72   1.672057812542379e-8
3.7600000000000002   2.4021925858535137e-9
3.8000000000000003   3.042873370082627e-10
3.84   3.397038469927498e-11
3.88   3.3412724933862526e-12
3.92   2.894678431624312e-13
3.96   2.208365184411326e-14
4.0   1.4833632922837978e-15
4.04   8.771410226731756e-17
4.08   4.565497205078496e-18
4.12   2.0915338626624779e-19
4.16   8.43274947693112e-21
4.2   2.9921035343369666e-22
4.24   9.34260174870803e-24
4.28   2.5670098917620424e-25
4.32   6.206454885256597e-27
4.36   1.320402723355613e-28
4.4   2.4717717397591093e-30
4.44   4.071396856483469e-32
4.48   5.900745329867426e-34
4.5200000000000005   7.524798877261971e-36
4.5600000000000005   8.443150501261438e-38
4.6000000000000005   8.335533754290041e-40
4.64   7.240685450485211e-42
4.68   5.534034399620711e-44
4.72   3.721506359307736e-46
4.76   2.2019603274956743e-48
4.8   1.1463396041379892e-50
4.84   5.25084993863443e-53
4.88   2.116206103242602e-55
4.92   7.504089431555983e-58
4.96   2.3412588715225306e-60
5.0   6.427055349400429e-63
5.04   1.5523356580426225e-65
5.08   3.298907015125842e-68
5.12   6.1682966226749285e-71
5.16   1.0147780650709758e-73
5.2   1.468883888636194e-76
5.24   1.8707440931743542e-79
5.28   2.0962919800301576e-82
5.32   2.0668054728127046e-85
5.36   1.7929073393492996e-88
5.4   1.3684422593479577e-91
5.44   9.189787780246184e-95
5.48   5.429937694077907e-98
5.5200000000000005   2.8228939195648952e-101
5.5600000000000005   1.2912329786960863e-104
5.6000000000000005   5.196668257831859e-108
5.64   1.8401605010650098e-111
5.68   5.733195324774047e-115
5.72   1.5716219693638425e-118
5.76   3.79061573275771e-122
5.8   8.044179351954e-126
5.84   1.5019796274801092e-129
5.88   2.4674970977707062e-133
5.92   3.5666424107027534e-137
5.96   4.535997409811591e-141
6.0   5.075704559092904e-145
6.04   4.997239693219701e-149
6.08   4.3288679149788345e-153
6.12   3.299353093437083e-157
6.16   2.2125523971458357e-161
6.2   1.3054752422461967e-165
6.24   6.777258059092627e-170
6.28   3.0956347426048725e-174
6.32   1.24410119812347e-178
6.36   4.399182825161207e-183
6.4   1.3686695982475056e-187
6.44   3.746584537787208e-192
6.48   9.023660738599637e-197
6.5200000000000005   1.9122307059249947e-201
6.5600000000000005   3.565398873288641e-206
6.6000000000000005   5.849062533888454e-211
6.640000000000001   8.442570823714234e-216
6.68   1.0721942329857512e-220
6.72   1.1980709220763184e-225
6.76   1.1778822975265402e-230
6.8   1.0189000140362546e-235
6.84   7.754816898331089e-241
6.88   5.193041988315911e-246
6.92   3.0597252221469156e-251
6.96   1.5861831252415714e-256
7.0   7.234933278702146e-262
7.04   2.903528155687847e-267
7.08   1.02524547104303e-272
7.12   3.185224030483935e-278
7.16   8.706877091823768e-284
7.2   2.094089072754921e-289
7.24   4.431371840330078e-295
7.28   8.250714185775279e-301
7.32   1.3516218334814432e-306
7.36   1.9481803586e-312
7.4   2.470664e-318
7.44   0.0
7.48   0.0
7.5200000000000005   0.0
7.5600000000000005   0.0
7.6000000000000005   0.0
7.640000000000001   0.0
7.68   0.0
7.72   0.0
7.76   0.0
7.8   0.0
7.84   0.0
7.88   0.0
7.92   0.0
7.96   0.0
8.0   0.0
