0.0   1.987324159095638e-109
0.04   5.264329627346303e-106
0.08   1.2269524835466436e-102
0.12   2.5160699997236616e-99
0.16   4.539708855710448e-96
0.2   7.206818575963509e-93
0.24   1.0066291062399287e-89
0.28   1.2371024995279438e-86
0.32   1.337679869180064e-83
0.36   1.2726500670763521e-80
0.4   1.0653102959365583e-77
0.44   7.846094785246072e-75
0.48   5.084418410662428e-72
0.52   2.898940630595443e-69
0.56   1.4542787765018867e-66
0.6   6.418984357941093e-64
0.64   2.492844994979651e-61
0.68   8.517939258512553e-59
0.72   2.560849812816292e-56
0.76   6.773981176118337e-54
0.8   1.576573303536866e-51
0.84   3.2284544058120092e-49
0.88   5.81681769610993e-47
0.92   9.221181167185503e-45
0.96   1.286168777747468e-42
1.0   1.5784094671231021e-40
1.04   1.704322187395114e-38
1.08   1.6191758766014183e-36
1.12   1.353463842536792e-34
1.16   9.954274159208043e-33
1.2   6.441438190473951e-31
1.24   3.667468531748925e-29
1.28   1.8372161513384847e-27
1.32   8.0977510235867e-26
1.36   3.140356051631111e-24
1.4000000000000001   1.071528356354088e-22
1.44   3.216908826710542e-21
1.48   8.49736243685069e-20
1.52   1.974876032181482e-18
1.56   4.0383675357891815e-17
1.6   7.265778452479571e-16
1.6400000000000001   1.1501878272987009e-14
1.68   1.6020117223287818e-13
1.72   1.9632378551397465e-12
1.76   2.1168518192488083e-11
1.8   2.0082524667493595e-10
1.84   1.6763182760589086e-9
1.8800000000000001   1.2311330477187065e-8
1.92   7.955434077489965e-8
1.96   4.5230694854177535e-7
2.0   2.262629111001755e-6
2.04   9.95874927198065e-6
2.08   3.856638523135184e-5
2.12   0.0001314102076120845
2.16   0.00039397916031333317
2.2   0.0010393468310646388
2.24   0.0024128870266422334
2.2800000000000002   0.00493076962558044
2.32   0.008874969963744843
2.36   0.014091699044214732
2.4   0.019812923891429465
2.44   0.024895611904706325
2.48   0.02856662138587779
2.52   0.03132591133937691
2.56   0.03535360743056562
2.6   0.043929631202284235
2.64   0.05995393841572123
2.68   0.08423517500316312
2.72   0.1144200866453081
2.7600000000000002   0.1452015864715959
2.8000000000000003   0.16993186577837405
2.84   0.1831650504626978
2.88   0.1831250286421343
2.92   0.1728679819483983
2.96   0.1592827989129597
3.0   0.15012577968630786
3.04   0.15051551574407104
3.08   0.1607912939201368
3.12   0.17685836464001223
3.16   0.19265578115503348
3.2   0.20328077363496042
3.24   0.20714856090080055
3.2800000000000002   0.20615574459703165
3.3200000000000003   0.20382887722716603
3.36   0.2026292321053795
3.4   0.2022872466770181
3.44   0.20039848189817952
3.48   0.194703643809829
3.52   0.1850816969780442
3.56   0.17370956782257865
3.6   0.16360120366279923
3.64   0.15698757410269223
3.68   0.15466032377162284
3.72   0.1562047680058648
3.7600000000000002   0.1604157576768255
3.8000000000000003   0.16558714545891506
3.84   0.16997310361466061
3.88   0.17256220187727606
3.92   0.1735209074145127
3.96   0.17346507067908273
4.0   0.1718380203164499
4.04   0.1660426527612902
4.08   0.15270744098318717
4.12   0.13039339535487973
4.16   0.10137121672681332
4.2   0.07081135125590429
4.24   0.04408780803916714
4.28   0.02436838321883588
4.32   0.011993600641260236
4.36   0.00545961179477944
4.4   0.0028511946895232267
4.44   0.0027884319454666365
4.48   0.004639120081147801
4.5200000000000005   0.008197783032799917
4.5600000000000005   0.013148863790592534
4.6000000000000005   0.018640559681419307
4.64   0.023265975421157
4.68   0.025552536959295036
4.72   0.02469237277806318
4.76   0.020994365364750554
4.8   0.01570554823127322
4.84   0.010337458377133683
4.88   0.005986662229375126
4.92   0.003050464984321173
4.96   0.0013675954241175686
5.0   0.0005394603628465127
5.04   0.00018722840934198742
5.08   5.7173431821363684e-5
5.12   1.5361268544388144e-5
5.16   3.6313675462513243e-6
5.2   7.553072278759425e-7
5.24   1.382252486107091e-7
5.28   2.2256733472713626e-8
5.32   3.153158316904889e-9
5.36   3.9304333375524774e-10
5.4   4.310676174325673e-11
5.44   4.159687161150582e-12
5.48   3.5317198530516923e-13
5.5200000000000005   2.638287561607559e-14
5.5600000000000005   1.7340767666121484e-15
5.6000000000000005   1.0028242223981246e-16
5.64   5.102601092044486e-18
5.68   2.2843819828910473e-19
5.72   8.998210342643238e-21
5.76   3.118558262716826e-22
5.8   9.509592116955765e-24
5.84   2.5514098244384263e-25
5.88   6.02294453232855e-27
5.92   1.2509726361991128e-28
5.96   2.286109681068674e-30
6.0   3.6758401900590934e-32
6.04   5.200277115802566e-34
6.08   6.473015678224625e-36
6.12   7.089198500246346e-38
6.16   6.8312144823023376e-40
6.2   5.791739392140656e-42
6.24   4.3204641802181925e-44
6.28   2.83571194205003e-46
6.32   1.6375860185905155e-48
6.36   8.32063435540493e-51
6.4   3.719795458706786e-53
6.44   1.4631605679473197e-55
6.48   5.063784595608599e-58
6.5200000000000005   1.5419445790054728e-60
6.5600000000000005   4.1311656732788367e-63
6.6000000000000005   9.738381091590992e-66
6.640000000000001   2.019813292054869e-68
6.68   3.6859207415314786e-71
6.72   5.918219452100524e-74
6.76   8.360773229712433e-77
6.8   1.0392310871205513e-79
6.84   1.1365488876804642e-82
6.88   1.0936400832925414e-85
6.92   9.259147949581743e-89
6.96   6.897281230035725e-92
7.0   4.5205903255076976e-95
7.04   2.6068898105273783e-98
7.08   1.3226974130912088e-101
7.12   5.904846877043746e-105
7.16   2.319354228685723e-108
7.2   8.015596203056327e-112
7.24   2.4373330961853196e-115
7.28   6.520850551808787e-119
7.32   1.5349842173719786e-122
7.36   3.1791710004384474e-126
7.4   5.793408716255051e-130
7.44   9.288909996222407e-134
7.48   1.310405320153441e-137
7.5200000000000005   1.6265104081685522e-141
7.5600000000000005   1.7763083287051585e-145
7.6000000000000005   1.7068295921599002e-149
7.640000000000001   1.443019772363207e-153
7.68   1.0734076997137582e-157
7.72   7.025341449192401e-162
7.76   4.04557702145536e-166
7.8   2.049763791510643e-170
7.84   9.137712017611174e-175
7.88   3.584110764127391e-179
7.92   1.2369031199382237e-183
7.96   3.75578093920966e-188
8.0   1.0034023837392346e-192
